,grade1,grade2,label
0,-0.869144322982118,0.38930975149006475,0.0
1,-0.9934673506553683,-0.6105909031833399,0.0
2,-0.8340643153747651,0.23923557565476328,0.0
3,-0.13647145074321654,0.6320026981070463,1.0
4,0.4038867918461304,0.3107842891714938,1.0
5,-0.5693087928028135,-0.2466808200133095,0.0
6,-0.10998218810688143,0.9309171798950318,1.0
7,0.2889936888183451,-0.5326894794040691,1.0
8,0.3197821648086534,0.6645815752565056,1.0
9,0.5586856616709217,-0.621184853305208,1.0
10,0.8863019187215162,-0.7766971680509589,0.0
11,0.2886758636470277,-1.0,0.0
12,0.4977484113123718,0.344112270619807,1.0
13,0.12673956621891636,0.966286559271023,1.0
14,-0.728260061232338,0.33107060049700765,0.0
15,-0.3145317379886119,0.7169290367470866,1.0
16,0.11829901102416285,-0.3514443337710986,1.0
17,0.08609880702032502,-0.5290402176690145,0.0
18,0.1639171132145063,0.8259079825262541,1.0
19,0.3450081700356158,-0.502749318090022,1.0
20,0.06962078267838256,-0.6415450101705609,0.0
21,0.7090089609167003,0.031143285177906543,1.0
22,-0.4130357187712068,-0.46525350337335136,0.0
23,-0.8809432146991368,-0.601376058902291,0.0
24,0.3721063726221989,0.12410276860244229,1.0
25,-0.07660494195881817,0.15287537808354212,1.0
26,0.43706611543678653,-0.5834433021346668,1.0
27,0.8075516175398065,-0.759839850347543,0.0
28,-0.08924113922620536,-0.4242288988478353,0.0
29,-0.7498322484669888,0.007597656573540945,0.0
30,-0.10216711916666066,0.23647254645749216,1.0
31,0.5865404092115298,-0.22512952549316312,1.0
32,-0.3679385941181339,-0.047130977476119496,0.0
33,-0.36973236877210347,0.13759408092386627,1.0
34,-0.7082352869675854,0.18842124283030293,0.0
35,-0.2954959751361519,-0.3668717066619773,0.0
36,-0.889444432103401,1.0,0.0
37,-0.021968233988555852,0.4737840281462229,1.0
38,0.28224305490771817,-0.6786065018456822,0.0
39,-0.881757930031901,0.3076595760968148,0.0
40,0.543480455061824,-0.24692473483001498,1.0
41,-0.3839989985673473,-0.5238336519501634,0.0
42,0.8456481446041515,0.02439193781519644,1.0
43,0.49951711523194486,-0.7065899095408261,0.0
44,-0.3983311014913291,-0.5541147931880068,0.0
45,-0.07799059703063604,-0.37135105350764075,0.0
46,0.351149897449881,0.1676335527058339,1.0
47,0.941055268813821,0.6442860946754201,1.0
48,-0.08227937539124852,0.9384581985221923,1.0
49,0.7631360887428289,0.7019565379746755,1.0
50,0.4300325421888376,0.27617689745532337,1.0
51,0.9840808787200093,-0.109492545209249,1.0
52,0.7339466244205979,-0.6253682284374302,1.0
53,-0.8719864368459312,-0.12714956384488962,0.0
54,-0.4201532651052198,-0.4374585574803942,0.0
55,-0.44021428212107705,-0.1443584227060153,0.0
56,0.9374443454495434,0.12085702433321455,1.0
57,-0.9278081541831988,0.9041725057033894,0.0
58,0.26674730985445905,0.14907007530671335,1.0
59,0.19645167522879436,0.4018743765168544,1.0
60,0.2996249350848226,0.6159298643155111,1.0
61,-0.8501544319102516,-0.5190223763886008,0.0
62,-0.2490939592635648,-0.7463396889493163,0.0
63,-1.0,-0.4436567941244416,0.0
64,-0.5812056392990044,0.05020749206781838,0.0
65,0.046368832319386266,-0.6927076922652486,0.0
66,-0.701909923654394,0.9609103541596133,1.0
67,-0.4549518801013601,-0.3765594933863079,0.0
68,0.4396286638012481,0.8021457866857502,1.0
69,0.05169566810199555,-0.10971628621476981,1.0
70,-0.9236334405217844,-0.6278124475619153,0.0
71,-0.02591463970260044,0.38951469061475663,1.0
72,0.21221890389705456,0.9226017022036688,1.0
73,-0.12858008886332306,0.24488405610748964,1.0
74,-0.1749310098357859,0.3258450976801428,1.0
75,1.0,0.2236218075565759,1.0
76,-0.5067884606568891,0.6954986528532396,1.0
77,-0.4152323518947254,0.3244215878748955,1.0
78,-0.1286468648037551,-0.6512138951378939,0.0
79,0.49544389912482156,-0.6450184664600123,0.0
80,0.6871402528218256,0.14846121362738618,1.0
81,0.8568605385597223,-0.5578763825824484,1.0
82,0.06810807503469518,0.05428761042728425,1.0
83,-0.2208611246360408,-0.15299136647824363,1.0
84,0.442127823682279,0.7682809053395139,1.0
85,0.10105289965400743,0.6110774004168849,1.0
86,-0.6555310810460653,0.4133360929704759,0.0
87,0.30197814347438046,0.7525891247620184,1.0
88,0.3924974498626703,0.9349016213530437,1.0
89,-0.3610580559310608,-0.11621698087018517,0.0
90,0.8356426560014061,0.36395055255378406,1.0
91,0.7311326785908441,0.6671662242074556,1.0
92,-0.2712142695859556,-0.8544684708247909,0.0
93,0.27374184690057435,0.5891288942183923,1.0
94,0.7138544043326944,-0.5677208832845186,1.0
95,0.5316347726488497,-0.47918502210043656,1.0
96,-0.650192143204265,0.6553026376105815,1.0
97,0.9852986646800268,0.11833269203291286,1.0
98,-0.27528895916551743,0.005730173862692256,1.0
99,0.2818600781782652,0.7263762562346971,1.0
